CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
12397,36,2,2096.25,4,2,4,424,New Customers
12398,46,1,1435.66,4,1,4,414,New Customers
12399,119,7,1842.3,3,4,4,344,Loyal Customers
12400,414,1,205.25,1,1,1,111,Lost
12401,303,1,69.3,2,1,1,211,Lost
12402,323,6,1136.9,2,4,3,243,At Risk
12403,50,2,947.36,4,2,3,423,New Customers
12405,149,1,1390.39,3,1,4,314,Potential Loyalists
12406,22,5,5956.36,4,4,5,445,Champions
12407,50,5,1420.08,4,4,4,444,Champions
12408,33,8,3664.27,4,4,5,445,Champions
12409,79,7,22383.49,3,4,5,345,Loyal Customers
12410,309,3,773.71,2,3,3,233,At Risk
12411,410,1,346.9,1,1,2,112,Lost
12412,75,6,2404.93,3,4,4,344,Loyal Customers
12413,67,4,841.5,3,3,3,333,Loyal Customers
12414,217,4,532.41,2,3,2,232,Potential Loyalists
12415,25,21,81409.34,4,5,5,455,Champions
12416,657,1,202.56,1,1,1,111,Lost
12417,3,20,5719.66,5,5,5,555,Champions
12418,113,4,2021.2,3,3,4,334,Loyal Customers
12419,386,2,391.01,2,2,2,222,Lost
12420,64,1,566.49,3,1,2,312,Potential Loyalists
12421,16,6,857.65,5,4,3,543,Loyal Customers
12422,96,12,3561.92,3,5,5,355,Loyal Customers
12423,1,10,2267.49,5,5,4,554,Champions
12424,163,4,3187.39,3,3,5,335,Loyal Customers
12425,78,2,1741.41,3,2,4,324,Potential Loyalists
12426,195,2,1184.26,2,2,4,224,Lost
12427,22,3,888.82,4,3,3,433,Loyal Customers
12428,26,8,6371.36,4,4,5,445,Champions
12429,9,8,6979.91,5,4,5,545,Champions
12430,43,1,216.4,4,1,1,411,New Customers
12431,60,24,8865.58,3,5,5,355,Loyal Customers
12432,43,4,4089.52,4,3,5,435,Loyal Customers
12433,1,10,20061.9,5,5,5,555,Champions
12434,85,3,1103.43,3,3,3,333,Loyal Customers
12435,80,5,11783.69,3,4,5,345,Loyal Customers
12436,100,1,429.01000000000005,3,1,2,312,Potential Loyalists
12437,2,38,11282.4,5,5,5,555,Champions
12438,14,2,2466.85,5,2,4,524,New Customers
12439,683,2,1158.18,1,2,3,123,Lost
12440,462,2,739.2,1,2,3,123,Lost
12441,367,1,311.1,2,1,2,212,Lost
12442,3,1,144.06,5,1,1,511,New Customers
12443,732,1,365.31,1,1,2,112,Lost
12444,21,5,3647.61,4,4,5,445,Champions
12445,22,2,378.98,4,2,2,422,New Customers
12446,58,1,1002.3100000000001,4,1,3,413,New Customers
12447,243,1,431.49,2,1,2,212,Lost
12448,44,1,300.45,4,1,2,412,New Customers
12449,22,5,4122.25,4,4,5,445,Champions
12450,156,5,688.2,3,4,3,343,Loyal Customers
12451,11,8,12340.99,5,4,5,545,Champions
12452,17,1,350.57,5,1,2,512,New Customers
12453,134,1,707.09,3,1,3,313,Potential Loyalists
12454,56,4,3494.84,4,3,5,435,Loyal Customers
12455,73,9,5484.65,3,5,5,355,Loyal Customers
12456,44,3,2581.04,4,3,4,434,Loyal Customers
12457,66,7,2420.31,3,4,4,344,Loyal Customers
12458,71,4,1502.49,3,3,4,334,Loyal Customers
12459,605,1,398.36,1,1,2,112,Lost
12460,456,1,296.65,1,1,2,112,Lost
12461,155,1,626.88,3,1,3,313,Potential Loyalists
12462,19,2,937.59,5,2,3,523,New Customers
12463,53,4,1200.78,4,3,4,434,Loyal Customers
12464,10,8,855.3499999999999,5,4,3,543,Loyal Customers
12465,17,2,682.1899999999999,5,2,3,523,New Customers
12467,423,1,132.8,1,1,1,111,Lost
12468,188,5,3238.74,2,4,5,245,At Risk
12469,523,2,1850.8600000000001,1,2,4,124,Lost
12470,690,1,196.0,1,1,1,111,Lost
12471,2,71,35161.85,5,5,5,555,Champions
12472,32,19,16396.84,4,5,5,455,Champions
12473,54,3,2545.38,4,3,4,434,Loyal Customers
12474,17,29,11193.7,5,5,5,555,Champions
12475,54,2,1065.64,4,2,3,423,New Customers
12476,16,18,12095.11,5,5,5,555,Champions
12477,23,9,20225.52,4,5,5,455,Champions
12478,4,1,545.99,5,1,2,512,New Customers
12479,11,1,473.2,5,1,2,512,New Customers
12480,28,7,4183.1,4,4,5,445,Champions
12481,23,14,11123.59,4,5,5,455,Champions
12482,576,26,13976.2,1,5,5,155,At Risk
12483,17,19,4092.58,5,5,5,555,Champions
12484,35,9,5573.15,4,5,5,455,Champions
12485,529,1,708.1,1,1,3,113,Lost
12486,432,1,883.38,1,1,3,113,Lost
12487,731,1,76.5,1,1,1,111,Lost
12488,10,3,1075.16,5,3,3,533,Loyal Customers
12489,336,1,267.03,2,1,1,211,Lost
12490,5,20,8576.0,5,5,5,555,Champions
12491,39,1,424.40000000000003,4,1,2,412,New Customers
12492,63,3,607.21,3,3,3,333,Loyal Customers
12493,166,2,362.79,3,2,2,322,Potential Loyalists
12494,16,9,1602.8700000000001,5,5,4,554,Champions
12495,641,1,277.4,1,1,2,112,Lost
12496,620,2,54.09,1,2,1,121,Lost
12497,82,3,3479.82,3,3,5,335,Loyal Customers
12498,21,3,349.70000000000005,4,3,2,432,Potential Loyalists
12499,560,1,357.72,1,1,2,112,Lost
12500,50,16,3575.98,4,5,5,455,Champions
12501,337,1,2008.44,2,1,4,214,Lost
12502,96,5,2875.22,3,4,5,345,Loyal Customers
12504,18,4,689.05,5,3,3,533,Loyal Customers
12505,409,1,753.3,2,1,3,213,Lost
12506,233,1,73.5,2,1,1,211,Lost
12507,134,4,1299.26,3,3,4,334,Loyal Customers
12508,26,2,398.27,4,2,2,422,New Customers
12509,284,1,158.5,2,1,1,211,Lost
12510,143,7,3021.75,3,4,5,345,Loyal Customers
12511,429,1,3047.12,1,1,5,115,Lost
12512,66,2,138.03,3,2,1,321,Potential Loyalists
12513,113,1,558.29,3,1,2,312,Potential Loyalists
12514,267,2,1597.76,2,2,4,224,Lost
12515,353,1,278.7,2,1,2,212,Lost
12516,78,4,2184.94,3,3,4,334,Loyal Customers
12517,28,4,2322.84,4,3,4,434,Loyal Customers
12518,1,5,1840.89,5,4,4,544,Champions
12519,64,2,636.54,3,2,3,323,Potential Loyalists
12520,79,5,2329.31,3,4,4,344,Loyal Customers
12521,143,1,545.68,3,1,2,312,Potential Loyalists
12522,39,2,156.72,4,2,1,421,New Customers
12523,19,23,3988.2000000000003,5,5,5,555,Champions
12524,9,17,8614.75,5,5,5,555,Champions
12525,498,3,883.73,1,3,3,133,At Risk
12526,1,3,1172.66,5,3,4,534,Loyal Customers
12527,82,5,717.51,3,4,3,343,Loyal Customers
12528,9,6,1628.53,5,4,4,544,Champions
12529,528,1,316.48,1,1,2,112,Lost
12530,60,9,3180.98,3,5,5,355,Loyal Customers
12531,15,2,1741.25,5,2,4,524,New Customers
12532,30,1,313.83000000000004,4,1,2,412,New Customers
12533,628,2,1223.89,1,2,4,124,Lost
12534,131,1,962.23,3,1,3,313,Potential Loyalists
12535,92,2,716.35,3,2,3,323,Potential Loyalists
12536,59,1,4095.26,4,1,5,415,New Customers
12537,409,1,612.94,2,1,3,213,Lost
12538,29,2,640.45,4,2,3,423,New Customers
12539,22,7,11068.1,4,4,5,445,Champions
12540,20,32,18620.94,4,5,5,455,Champions
12541,30,3,841.18,4,3,3,433,Loyal Customers
12542,484,2,481.88,1,2,2,122,Lost
12543,448,1,840.25,1,1,3,113,Lost
12544,36,1,316.7,4,1,2,412,New Customers
12545,75,2,832.39,3,2,3,323,Potential Loyalists
12546,47,2,1021.5,4,2,3,423,New Customers
12547,198,3,299.58,2,3,2,232,Potential Loyalists
12548,166,1,67.19999999999999,3,1,1,311,Potential Loyalists
12549,576,6,1273.28,1,4,4,144,At Risk
12550,79,1,824.83,3,1,3,313,Potential Loyalists
12551,358,1,168.0,2,1,1,211,Lost
12552,40,1,317.82,4,1,2,412,New Customers
12553,8,12,4044.85,5,5,5,555,Champions
12554,449,1,384.5,1,1,2,112,Lost
12556,50,2,603.71,4,2,3,423,New Customers
12557,16,6,3856.76,5,4,5,545,Champions
12558,8,1,269.96,5,1,1,511,New Customers
12559,311,2,525.71,2,2,2,222,Lost
12560,5,2,1901.06,5,2,4,524,New Customers
12561,303,1,238.85,2,1,1,211,Lost
12562,8,9,4187.64,5,5,5,555,Champions
12563,409,1,221.24,2,1,1,211,Lost
12564,261,1,352.05,2,1,2,212,Lost
12565,289,1,145.92,2,1,1,211,Lost
12566,86,1,297.65,3,1,2,312,Potential Loyalists
12567,23,15,11767.16,4,5,5,455,Champions
12568,645,1,52.0,1,1,1,111,Lost
12569,2,32,3152.69,5,5,5,555,Champions
12571,40,2,519.61,4,2,2,422,New Customers
12572,9,2,878.52,5,2,3,523,New Customers
12573,227,5,717.41,2,4,3,243,At Risk
12574,316,1,182.45000000000002,2,1,1,211,Lost
12575,457,2,568.8199999999999,1,2,2,122,Lost
12576,36,8,2015.82,4,4,4,444,Champions
12577,35,8,1653.75,4,4,4,444,Champions
12578,21,4,3810.4500000000003,4,3,5,435,Loyal Customers
12579,78,1,386.42,3,1,2,312,Potential Loyalists
12580,247,2,962.9,2,2,3,223,Lost
12581,40,1,179.71,4,1,1,411,New Customers
12582,239,4,1820.4,2,3,4,234,At Risk
12583,3,27,13093.39,5,5,5,555,Champions
12584,4,9,2033.8,5,5,4,554,Champions
12585,234,2,1653.96,2,2,4,224,Lost
12586,17,4,1995.8700000000001,5,3,4,534,Loyal Customers
12587,8,1,104.0,5,1,1,511,New Customers
12588,39,3,718.78,4,3,3,433,Loyal Customers
12589,29,6,3280.96,4,4,5,445,Champions
12590,211,1,8951.26,2,1,5,215,Lost
12591,317,3,1111.2,2,3,3,233,At Risk
12592,92,4,1723.6399999999999,3,3,4,334,Loyal Customers
12593,109,3,382.09999999999997,3,3,2,332,Potential Loyalists
12594,38,14,4890.110000000001,4,5,5,455,Champions
12595,505,1,281.02,1,1,2,112,Lost
12596,51,2,450.27,4,2,2,422,New Customers
12597,19,4,3127.72,5,3,5,535,Loyal Customers
12598,10,10,4192.09,5,5,5,555,Champions
12599,29,13,2026.72,4,5,4,454,Champions
12600,29,21,4449.92,4,5,5,455,Champions
12601,190,6,517.36,2,4,2,242,Potential Loyalists
12602,59,1,153.12,4,1,1,411,New Customers
12603,22,1,613.1999999999999,4,1,3,413,New Customers
12604,79,2,236.18,3,2,1,321,Potential Loyalists
12605,376,3,1126.95,2,3,3,233,At Risk
12607,60,1,1562.56,3,1,4,314,Potential Loyalists
12608,405,1,415.79,2,1,2,212,Lost
12609,78,9,3021.86,3,5,5,355,Loyal Customers
12610,23,4,1679.74,4,3,4,434,Loyal Customers
12611,52,1,1049.32,4,1,3,413,New Customers
12612,74,1,668.0400000000001,3,1,3,313,Potential Loyalists
12613,57,9,6113.63,4,5,5,455,Champions
12614,278,1,315.6,2,1,2,212,Lost
12615,2,8,5244.33,5,4,5,545,Champions
12616,95,3,1023.1,3,3,3,333,Loyal Customers
12617,29,1,355.53,4,1,2,412,New Customers
12618,22,1,137.31,4,1,1,411,New Customers
12619,16,9,2982.02,5,5,5,555,Champions
12620,15,3,1303.41,5,3,4,534,Loyal Customers
12621,2,35,20957.56,5,5,5,555,Champions
12622,232,1,162.1,2,1,1,211,Lost
12623,276,7,3315.84,2,4,5,245,At Risk
12624,106,2,569.13,3,2,2,322,Potential Loyalists
12625,212,4,4611.08,2,3,5,235,At Risk
12626,23,9,5954.48,4,5,5,455,Champions
12627,11,6,4057.58,5,4,5,545,Champions
12628,4,3,732.46,5,3,3,533,Loyal Customers
12629,386,2,1130.42,2,2,3,223,Lost
12630,10,2,1013.9300000000001,5,2,3,523,New Customers
12631,57,6,3321.57,4,4,5,445,Champions
12632,521,2,714.88,1,2,3,123,Lost
12633,59,7,4914.21,4,4,5,445,Champions
12634,548,1,360.0,1,1,2,112,Lost
12635,90,4,2624.41,3,3,4,334,Loyal Customers
12637,67,12,7992.5599999999995,3,5,5,355,Loyal Customers
12638,33,2,681.49,4,2,3,423,New Customers
12639,239,3,1072.37,2,3,3,233,At Risk
12640,24,3,960.6800000000001,4,3,3,433,Loyal Customers
12641,115,1,145.9,3,1,1,311,Potential Loyalists
12642,25,3,888.31,4,3,3,433,Loyal Customers
12643,128,10,4623.66,3,5,5,355,Loyal Customers
12644,130,4,1883.54,3,3,4,334,Loyal Customers
12645,34,8,3215.3,4,4,5,445,Champions
12646,5,2,1346.97,5,2,4,524,New Customers
12647,22,34,13896.65,4,5,5,455,Champions
12648,155,4,1040.0,3,3,3,333,Loyal Customers
12649,107,8,2028.85,3,4,4,344,Loyal Customers
12650,3,1,242.44000000000003,5,1,1,511,New Customers
12651,335,4,377.75,2,3,2,232,Potential Loyalists
12652,331,2,891.03,2,2,3,223,Lost
12653,149,3,4160.83,3,3,5,335,Loyal Customers
12654,11,5,529.98,5,4,2,542,Potential Loyalists
12655,424,1,243.35000000000002,1,1,1,111,Lost
12656,17,8,5639.08,5,4,5,545,Champions
12657,11,4,1217.18,5,3,4,534,Loyal Customers
12658,19,1,632.05,5,1,3,513,New Customers
12659,30,1,73.68,4,1,1,411,New Customers
12660,11,1,227.1,5,1,1,511,New Customers
12661,436,1,162.0,1,1,1,111,Lost
12662,1,20,6316.12,5,5,5,555,Champions
12663,625,2,185.4,1,2,1,121,Lost
12664,8,11,5420.04,5,5,5,555,Champions
12665,325,3,259.6,2,3,1,231,Potential Loyalists
12666,394,1,1214.52,2,1,4,214,Lost
12667,58,1,460.13,4,1,2,412,New Customers
12668,12,9,9967.68,5,5,5,555,Champions
12669,151,2,1410.78,3,2,4,324,Potential Loyalists
12670,10,7,3436.29,5,4,5,545,Champions
12671,606,1,2325.841,1,1,4,114,Lost
12672,330,2,407.05,2,2,2,222,Lost
12673,5,3,1140.02,5,3,3,533,Loyal Customers
12674,39,4,1844.6,4,3,4,434,Loyal Customers
12675,554,2,842.6,1,2,3,123,Lost
12676,25,10,2333.09,4,5,4,454,Champions
12677,555,2,359.1,1,2,2,122,Lost
12678,42,15,26397.48,4,5,5,455,Champions
12679,59,4,951.02,4,3,3,433,Loyal Customers
12680,1,4,790.81,5,3,3,533,Loyal Customers
12681,15,44,27866.38,5,5,5,555,Champions
12682,4,51,21307.27,5,5,5,555,Champions
12683,4,20,11405.78,5,5,5,555,Champions
12684,8,6,2021.79,5,4,4,544,Champions
12685,28,6,2575.08,4,4,4,444,Champions
12686,372,1,142.28,2,1,1,211,Lost
12687,481,1,1858.91,1,1,4,114,Lost
12688,114,1,4565.91,3,1,5,315,Potential Loyalists
12689,26,2,1139.61,4,2,3,423,New Customers
12690,206,1,335.01,2,1,2,212,Lost
12691,28,6,1044.4,4,4,3,443,Loyal Customers
12692,637,1,110.95,1,1,1,111,Lost
12693,127,7,1415.02,3,4,4,344,Loyal Customers
12694,70,3,1663.35,3,3,4,334,Loyal Customers
12695,7,7,1325.17,5,4,4,544,Champions
12696,435,2,731.91,1,2,3,123,Lost
12697,29,3,757.59,4,3,3,433,Loyal Customers
12698,590,1,285.75,1,1,2,112,Lost
12699,418,1,532.21,1,1,2,112,Lost
12700,8,4,4525.99,5,3,5,535,Loyal Customers
12701,80,6,2214.51,3,4,4,344,Loyal Customers
12702,20,1,201.0,4,1,1,411,New Customers
12703,71,4,898.53,3,3,3,333,Loyal Customers
12704,7,8,1715.8899999999999,5,4,4,544,Champions
12705,15,13,11097.15,5,5,5,555,Champions
12707,292,1,603.42,2,1,3,213,Lost
12708,30,18,4634.4,4,5,5,455,Champions
12709,15,31,27485.44,5,5,5,555,Champions
12710,97,3,1023.02,3,3,3,333,Loyal Customers
12711,612,2,1213.05,1,2,4,124,Lost
12712,29,21,6342.76,4,5,5,455,Champions
12713,1,1,794.55,5,1,3,513,New Customers
12714,9,12,12815.710000000001,5,5,5,555,Champions
12715,106,1,273.86,3,1,2,312,Potential Loyalists
12716,4,2,963.49,5,2,3,523,New Customers
12717,151,3,1018.96,3,3,3,333,Loyal Customers
12718,71,1,202.25,3,1,1,311,Potential Loyalists
12719,5,2,572.95,5,2,2,522,New Customers
12720,3,29,7250.51,5,5,5,555,Champions
12721,32,8,3552.33,4,4,5,445,Champions
12722,85,4,911.8299999999999,3,3,3,333,Loyal Customers
12723,4,4,622.32,5,3,3,533,Loyal Customers
12724,5,7,2083.52,5,4,4,544,Champions
12725,371,3,2278.56,2,3,4,234,At Risk
12726,28,11,3654.12,4,5,5,455,Champions
12727,11,10,4905.53,5,5,5,555,Champions
12728,71,5,926.17,3,4,3,343,Loyal Customers
12729,114,1,417.01,3,1,2,312,Potential Loyalists
12730,522,1,684.3000000000001,1,1,3,113,Lost
12731,24,17,23347.25,4,5,5,455,Champions
12732,180,1,218.26000000000002,3,1,1,311,Potential Loyalists
12733,234,4,2424.87,2,3,4,234,At Risk
12734,353,3,603.65,2,3,3,233,At Risk
12735,315,2,673.62,2,2,3,223,Lost
12736,333,1,144.0,2,1,1,211,Lost
12738,372,1,274.7,2,1,2,212,Lost
12739,99,2,2201.48,3,2,4,324,Potential Loyalists
12740,64,1,427.6,3,1,2,312,Potential Loyalists
12741,533,1,236.07,1,1,1,111,Lost
12742,626,1,1080.56,1,1,3,113,Lost
12743,134,2,529.48,3,2,2,322,Potential Loyalists
12744,56,8,12650.86,4,4,5,445,Champions
12745,487,2,723.85,1,2,3,123,Lost
12746,541,1,254.55,1,1,1,111,Lost
12747,2,26,8746.09,5,5,5,555,Champions
12748,1,319,48052.32,5,5,5,555,Champions
12749,4,9,6543.16,5,5,5,555,Champions
12750,129,1,275.88,3,1,2,312,Potential Loyalists
12751,445,1,268.27,1,1,1,111,Lost
12752,81,1,4366.78,3,1,5,315,Potential Loyalists
12753,23,6,20649.87,4,4,5,445,Champions
12754,236,3,427.38,2,3,2,232,Potential Loyalists
12755,281,10,1441.8600000000001,2,5,4,254,At Risk
12756,87,1,112.07999999999998,3,1,1,311,Potential Loyalists
12757,16,8,4022.0,5,4,5,545,Champions
12758,117,7,9903.24,3,4,5,345,Loyal Customers
12759,52,8,4534.99,4,4,5,445,Champions
12760,456,1,317.8,1,1,2,112,Lost
12761,465,1,712.95,1,1,3,113,Lost
12762,8,2,1702.52,5,2,4,524,New Customers
12763,138,2,814.16,3,2,3,323,Potential Loyalists
12764,317,1,1693.88,2,1,4,214,Lost
12765,472,6,1299.58,1,4,4,144,At Risk
12766,4,9,9116.28,5,5,5,555,Champions
12767,376,1,949.82,2,1,3,213,Lost
12768,451,1,168.69000000000003,1,1,1,111,Lost
12769,239,1,1143.6,2,1,3,213,Lost
12770,211,2,3039.0899999999997,2,2,5,225,Lost
12771,486,1,226.3,1,1,1,111,Lost
12772,60,1,752.47,3,1,3,313,Potential Loyalists
12773,564,1,124.25,1,1,1,111,Lost
12774,536,1,83.7,1,1,1,111,Lost
12775,17,7,1534.17,5,4,4,544,Champions
12776,668,1,27.5,1,1,1,111,Lost
12777,458,1,502.5,1,1,2,112,Lost
12778,20,9,1541.68,4,5,4,454,Champions
12779,38,14,6722.2699999999995,4,5,5,455,Champions
12780,599,1,322.4,1,1,2,112,Lost
12781,64,2,786.74,3,2,3,323,Potential Loyalists
12782,5,11,3845.29,5,5,5,555,Champions
12783,2,4,1295.87,5,3,4,534,Loyal Customers
12784,15,2,1552.75,5,2,4,524,New Customers
12785,364,3,857.5,2,3,3,233,At Risk
12786,610,1,668.5,1,1,3,113,Lost
12787,10,4,799.18,5,3,3,533,Loyal Customers
12788,463,4,384.9,1,3,2,132,Potential Loyalists
12789,513,2,148.5,1,2,1,121,Lost
12790,192,2,512.95,2,2,2,222,Lost
12791,374,5,834.4300000000001,2,4,3,243,At Risk
12792,257,2,715.01,2,2,3,223,Lost
12793,335,3,849.33,2,3,3,233,At Risk
12794,53,2,860.41,4,2,3,423,New Customers
12795,19,1,318.48,5,1,2,512,New Customers
12796,628,1,351.0,1,1,2,112,Lost
12797,366,2,694.11,2,2,3,223,Lost
12798,171,2,112.61000000000001,3,2,1,321,Potential Loyalists
12799,529,1,202.4,1,1,1,111,Lost
12800,470,2,500.25,1,2,2,122,Lost
12801,501,1,791.92,1,1,3,113,Lost
12802,187,7,2077.94,3,4,4,344,Loyal Customers
12803,393,1,1017.81,2,1,3,213,Lost
12804,466,2,327.02,1,2,2,122,Lost
12805,382,4,1230.95,2,3,4,234,At Risk
12806,572,2,2024.72,1,2,4,124,Lost
12807,383,1,233.4,2,1,1,211,Lost
12808,37,5,850.1,4,4,3,443,Loyal Customers
12809,178,3,1384.3400000000001,3,3,4,334,Loyal Customers
12810,535,2,534.99,1,2,2,122,Lost
12811,262,4,894.9,2,3,3,233,At Risk
12812,45,1,229.64000000000001,4,1,1,411,New Customers
12813,502,3,1624.8,1,3,4,134,At Risk
12814,102,1,85.92,3,1,1,311,Potential Loyalists
12815,148,2,863.46,3,2,3,323,Potential Loyalists
12816,96,2,395.3,3,2,2,322,Potential Loyalists
12817,281,3,570.98,2,3,2,232,Potential Loyalists
12818,262,1,387.2,2,1,2,212,Lost
12819,458,1,540.52,1,1,2,112,Lost
12820,3,11,2689.52,5,5,4,554,Champions
12821,214,2,220.8,2,2,1,221,Lost
12822,71,2,948.88,3,2,3,323,Potential Loyalists
12823,75,18,6501.5,3,5,5,355,Loyal Customers
12824,60,1,397.12,3,1,2,312,Potential Loyalists
12825,521,2,420.93,1,2,2,122,Lost
12826,3,12,2955.75,5,5,5,555,Champions
12827,6,3,430.15000000000003,5,3,2,532,Potential Loyalists
12828,3,6,1001.76,5,4,3,543,Loyal Customers
12829,337,3,224.6,2,3,1,231,Potential Loyalists
12830,91,4,1961.1200000000001,3,3,4,334,Loyal Customers
12831,262,3,451.11,2,3,2,232,Potential Loyalists
12832,32,2,383.03,4,2,2,422,New Customers
12833,145,1,417.38,3,1,2,312,Potential Loyalists
12834,283,1,312.38,2,1,2,212,Lost
12835,428,41,6043.31,1,5,5,155,At Risk
12836,59,15,6204.62,4,5,5,455,Champions
12837,173,2,631.5600000000001,3,2,3,323,Potential Loyalists
12838,34,10,3364.58,4,5,5,455,Champions
12839,3,26,9991.83,5,5,5,555,Champions
12840,144,7,4041.97,3,4,5,345,Loyal Customers
12841,5,40,7455.93,5,5,5,555,Champions
12842,70,4,1852.99,3,3,4,334,Loyal Customers
12843,66,28,5746.38,3,5,5,355,Loyal Customers
12844,29,4,648.6,4,3,3,433,Loyal Customers
12845,267,3,145.29000000000002,2,3,1,231,Potential Loyalists
12847,22,2,1636.8999999999999,4,2,4,424,New Customers
12848,676,1,208.0,1,1,1,111,Lost
12849,31,6,3053.66,4,4,5,445,Champions
12850,446,1,330.0,1,1,2,112,Lost
12851,97,2,267.18,3,2,1,321,Potential Loyalists
12852,295,1,311.55,2,1,2,212,Lost
12853,135,11,3907.5,3,5,5,355,Loyal Customers
12854,79,7,2960.12,3,4,5,345,Loyal Customers
12855,373,4,444.04,2,3,2,232,Potential Loyalists
12856,8,6,2179.93,5,4,4,544,Champions
12857,211,6,3688.0,2,4,5,245,At Risk
12858,383,1,157.97,2,1,1,211,Lost
12859,459,1,575.1,1,1,2,112,Lost
12860,693,1,55.47,1,1,1,111,Lost
12861,620,1,68.25,1,1,1,111,Lost
12862,426,2,968.42,1,2,3,123,Lost
12863,52,6,2792.5499999999997,4,4,4,444,Champions
12864,138,2,180.05,3,2,1,321,Potential Loyalists
12865,26,4,3137.02,4,3,5,435,Loyal Customers
12866,283,3,1092.35,2,3,3,233,At Risk
12867,26,13,7913.29,4,5,5,455,Champions
12868,186,8,2247.06,3,4,4,344,Loyal Customers
12869,682,1,337.66999999999996,1,1,2,112,Lost
12870,375,3,1536.0,2,3,4,234,At Risk
12871,84,3,744.02,3,3,3,333,Loyal Customers
12872,327,12,3685.4900000000002,2,5,5,255,At Risk
12873,282,3,2027.3,2,3,4,234,At Risk
12874,385,2,873.42,2,2,3,223,Lost
12876,58,4,3694.94,4,3,5,435,Loyal Customers
12877,4,20,2955.17,5,5,5,555,Champions
12878,236,2,854.99,2,2,3,223,Lost
12879,45,3,573.22,4,3,2,432,Potential Loyalists
12880,382,2,640.13,2,2,3,223,Lost
12881,276,1,103.0,2,1,1,211,Lost
12882,9,2,1463.04,5,2,4,524,New Customers
12883,25,4,686.52,4,3,3,433,Loyal Customers
12884,88,1,139.05,3,1,1,311,Potential Loyalists
12885,63,3,1124.37,3,3,3,333,Loyal Customers
12886,68,2,1378.4,3,2,4,324,Potential Loyalists
12887,384,1,222.4,2,1,1,211,Lost
12888,214,2,354.12,2,2,2,222,Lost
12889,381,4,385.46000000000004,2,3,2,232,Potential Loyalists
12890,24,2,700.32,4,2,3,423,New Customers
12891,293,5,143.0,2,4,1,241,Potential Loyalists
12892,397,1,263.38,2,1,1,211,Lost
12893,31,1,188.14,4,1,1,411,New Customers
12894,575,1,137.4,1,1,1,111,Lost
12895,42,2,372.8,4,2,2,422,New Customers
12897,205,4,514.25,2,3,2,232,Potential Loyalists
12898,660,1,158.32,1,1,1,111,Lost
12899,414,1,281.65,1,1,2,112,Lost
12900,422,1,340.33,1,1,2,112,Lost
12901,10,18,3568.92,5,5,5,555,Champions
12902,265,1,104.78,2,1,1,211,Lost
12903,429,1,833.53,1,1,3,113,Lost
